Artist,Song,Streams,Genre,Class,Mel_Spectrogram,Lyrics_File,Processed_Lyrics_File
Omar Apollo,Archetype,10668727,,1.665054823564445,mel_spectrograms/Omar_Apollo-Archetype_mel_spec.npy,lyrics/Omar_Apollo-Archetype.txt,processed_lyrics/Omar_Apollo-Archetype_bert.npy
Omar Apollo,Endlessly,13863187,,1.7769397415509098,mel_spectrograms/Omar_Apollo-Endlessly_mel_spec.npy,lyrics/Omar_Apollo-Endlessly.txt,processed_lyrics/Omar_Apollo-Endlessly_bert.npy
Omar Apollo,Highlight,3482529,,1.1868112074128925,mel_spectrograms/Omar_Apollo-Highlight_mel_spec.npy,lyrics/Omar_Apollo-Highlight.txt,processed_lyrics/Omar_Apollo-Highlight_bert.npy
Omar Apollo,Saving All My Love,1924130,,0.9333767056157108,mel_spectrograms/Omar_Apollo-Saving_All_My_Love_mel_spec.npy,lyrics/Omar_Apollo-Saving_All_My_Love.txt,processed_lyrics/Omar_Apollo-Saving_All_My_Love_bert.npy
Omar Apollo,Pretty Boy,1476360,,0.8202213678776025,mel_spectrograms/Omar_Apollo-Pretty_Boy_mel_spec.npy,lyrics/Omar_Apollo-Pretty_Boy.txt,processed_lyrics/Omar_Apollo-Pretty_Boy_bert.npy
Omar Apollo,Evergreen (You Didn’t Deserve Me At All) - Sped Up Version,1848926,,0.9163458041306878,mel_spectrograms/Omar_Apollo-Evergreen__You_Didn_t_Deserve_Me_At_All__-_Sped_Up_Version_mel_spec.npy,lyrics/Omar_Apollo-Evergreen_(You_Didn’t_Deserve_Me_At_All)_-_Sped_Up_Version.txt,processed_lyrics/Omar_Apollo-Evergreen_(You_Didn’t_Deserve_Me_At_All)_-_Sped_Up_Version_bert.npy
Omar Apollo,Tamagotchi,12276887,,1.7250304501630027,mel_spectrograms/Omar_Apollo-Tamagotchi_mel_spec.npy,lyrics/Omar_Apollo-Tamagotchi.txt,processed_lyrics/Omar_Apollo-Tamagotchi_bert.npy
Omar Apollo,Killing Me,22304465,,1.9800813076480264,mel_spectrograms/Omar_Apollo-Killing_Me_mel_spec.npy,lyrics/Omar_Apollo-Killing_Me.txt,processed_lyrics/Omar_Apollo-Killing_Me_bert.npy
Omar Apollo,Invincible (feat. Daniel Caesar),34561821,,2.1671666741270332,mel_spectrograms/Omar_Apollo-Invincible__feat._Daniel_Caesar__mel_spec.npy,lyrics/Omar_Apollo-Invincible_(feat._Daniel_Caesar).txt,processed_lyrics/Omar_Apollo-Invincible_(feat._Daniel_Caesar)_bert.npy
Omar Apollo,Bad Life (feat. Kali Uchis),15305318,,1.8192141377679292,mel_spectrograms/Omar_Apollo-Bad_Life__feat._Kali_Uchis__mel_spec.npy,lyrics/Omar_Apollo-Bad_Life_(feat._Kali_Uchis).txt,processed_lyrics/Omar_Apollo-Bad_Life_(feat._Kali_Uchis)_bert.npy
Omar Apollo,Te Olvidaste,31369195,,2.125763778240493,mel_spectrograms/Omar_Apollo-Te_Olvidaste_mel_spec.npy,lyrics/Omar_Apollo-Te_Olvidaste.txt,processed_lyrics/Omar_Apollo-Te_Olvidaste_bert.npy
Omar Apollo,Bi Fren,3020847,,1.1260582008118138,mel_spectrograms/Omar_Apollo-Bi_Fren_mel_spec.npy,lyrics/Omar_Apollo-Bi_Fren.txt,processed_lyrics/Omar_Apollo-Bi_Fren_bert.npy
Omar Apollo,The Two of Us,8337062,,1.5597117383579897,mel_spectrograms/Omar_Apollo-The_Two_of_Us_mel_spec.npy,lyrics/Omar_Apollo-The_Two_of_Us.txt,processed_lyrics/Omar_Apollo-The_Two_of_Us_bert.npy
Omar Apollo,I'm Amazing,5670255,,1.3950469177308455,mel_spectrograms/Omar_Apollo-I_m_Amazing_mel_spec.npy,lyrics/Omar_Apollo-I'm_Amazing.txt,processed_lyrics/Omar_Apollo-I'm_Amazing_bert.npy
Omar Apollo,Hey Boy (feat. Kali Uchis),17212240,,1.8693728319415357,mel_spectrograms/Omar_Apollo-Hey_Boy__feat._Kali_Uchis__mel_spec.npy,lyrics/Omar_Apollo-Hey_Boy_(feat._Kali_Uchis).txt,processed_lyrics/Omar_Apollo-Hey_Boy_(feat._Kali_Uchis)_bert.npy
Omar Apollo,Useless,29039258,,2.092795626556881,mel_spectrograms/Omar_Apollo-Useless_mel_spec.npy,lyrics/Omar_Apollo-Useless.txt,processed_lyrics/Omar_Apollo-Useless_bert.npy
Omar Apollo,Go Away,26424034,,2.0524814250769747,mel_spectrograms/Omar_Apollo-Go_Away_mel_spec.npy,lyrics/Omar_Apollo-Go_Away.txt,processed_lyrics/Omar_Apollo-Go_Away_bert.npy
Omar Apollo,Want U Around (feat. Ruel),54754728,,2.363714471077665,mel_spectrograms/Omar_Apollo-Want_U_Around__feat._Ruel__mel_spec.npy,lyrics/Omar_Apollo-Want_U_Around_(feat._Ruel).txt,processed_lyrics/Omar_Apollo-Want_U_Around_(feat._Ruel)_bert.npy
Omar Apollo,Dos Uno Nueve (219),3783291,,1.2221961992639967,mel_spectrograms/Omar_Apollo-Dos_Uno_Nueve__219__mel_spec.npy,lyrics/Omar_Apollo-Dos_Uno_Nueve_(219).txt,processed_lyrics/Omar_Apollo-Dos_Uno_Nueve_(219)_bert.npy
Omar Apollo,Kamikaze,21213562,,1.9586602668274689,mel_spectrograms/Omar_Apollo-Kamikaze_mel_spec.npy,lyrics/Omar_Apollo-Kamikaze.txt,processed_lyrics/Omar_Apollo-Kamikaze_bert.npy
Omar Apollo,Stayback (feat. Bootsy Collins) - Remix,343543,,0.197396064871721,mel_spectrograms/Omar_Apollo-Stayback__feat._Bootsy_Collins__-_Remix_mel_spec.npy,lyrics/Omar_Apollo-Stayback_(feat._Bootsy_Collins)_-_Remix.txt,processed_lyrics/Omar_Apollo-Stayback_(feat._Bootsy_Collins)_-_Remix_bert.npy
Omar Apollo,Stayback,6974592,,1.483488459842258,mel_spectrograms/Omar_Apollo-Stayback_mel_spec.npy,lyrics/Omar_Apollo-Stayback.txt,processed_lyrics/Omar_Apollo-Stayback_bert.npy
Omar Apollo,High Hopes (feat. Omar Apollo),42741589,,2.2579077167951978,mel_spectrograms/Omar_Apollo-High_Hopes__feat._Omar_Apollo__mel_spec.npy,lyrics/Omar_Apollo-High_Hopes_(feat._Omar_Apollo).txt,processed_lyrics/Omar_Apollo-High_Hopes_(feat._Omar_Apollo)_bert.npy
Omar Apollo,Imagine U,6511226,,1.4541220771670034,mel_spectrograms/Omar_Apollo-Imagine_U_mel_spec.npy,lyrics/Omar_Apollo-Imagine_U.txt,processed_lyrics/Omar_Apollo-Imagine_U_bert.npy
Omar Apollo,"Late Night Lovin' (feat. Omar Apollo, Jean Dawson & Korbin In Orbit)",566448,,0.4110127004246204,mel_spectrograms/Omar_Apollo-Late_Night_Lovin___feat._Omar_Apollo__Jean_Dawson___Korbin_In_Orbit__mel_spec.npy,"lyrics/Omar_Apollo-Late_Night_Lovin'_(feat._Omar_Apollo,_Jean_Dawson_&_Korbin_In_Orbit).txt","processed_lyrics/Omar_Apollo-Late_Night_Lovin'_(feat._Omar_Apollo,_Jean_Dawson_&_Korbin_In_Orbit)_bert.npy"
Omar Apollo,Hit Me Up,44833033,,2.278314906449609,mel_spectrograms/Omar_Apollo-Hit_Me_Up_mel_spec.npy,lyrics/Omar_Apollo-Hit_Me_Up.txt,processed_lyrics/Omar_Apollo-Hit_Me_Up_bert.npy
Omar Apollo,Frío,13931429,,1.7790373506823638,mel_spectrograms/Omar_Apollo-Frío_mel_spec.npy,lyrics/Omar_Apollo-Frío.txt,processed_lyrics/Omar_Apollo-Frío_bert.npy
Omar Apollo,Ipanema,22316913,,1.980319643429925,mel_spectrograms/Omar_Apollo-Ipanema_mel_spec.npy,lyrics/Omar_Apollo-Ipanema.txt,processed_lyrics/Omar_Apollo-Ipanema_bert.npy
Omar Apollo,Hearing Your Voice,9698935,,1.624345062531146,mel_spectrograms/Omar_Apollo-Hearing_Your_Voice_mel_spec.npy,lyrics/Omar_Apollo-Hearing_Your_Voice.txt,processed_lyrics/Omar_Apollo-Hearing_Your_Voice_bert.npy
Omar Apollo,So Good,12860285,,1.744862113175877,mel_spectrograms/Omar_Apollo-So_Good_mel_spec.npy,lyrics/Omar_Apollo-So_Good.txt,processed_lyrics/Omar_Apollo-So_Good_bert.npy
Omar Apollo,There For Me (Interlude),2337602,,1.0165263997231704,mel_spectrograms/Omar_Apollo-There_For_Me__Interlude__mel_spec.npy,lyrics/Omar_Apollo-There_For_Me_(Interlude).txt,processed_lyrics/Omar_Apollo-There_For_Me_(Interlude)_bert.npy
Omar Apollo,Kickback,17473715,,1.8758132991372864,mel_spectrograms/Omar_Apollo-Kickback_mel_spec.npy,lyrics/Omar_Apollo-Kickback.txt,processed_lyrics/Omar_Apollo-Kickback_bert.npy
Omar Apollo,Friends,7241429,,1.4995265111507894,mel_spectrograms/Omar_Apollo-Friends_mel_spec.npy,lyrics/Omar_Apollo-Friends.txt,processed_lyrics/Omar_Apollo-Friends_bert.npy
Omar Apollo,Ashamed,14350207,,1.7916888995978155,mel_spectrograms/Omar_Apollo-Ashamed_mel_spec.npy,lyrics/Omar_Apollo-Ashamed.txt,processed_lyrics/Omar_Apollo-Ashamed_bert.npy
Omar Apollo,Trouble,25172571,,2.03175546238331,mel_spectrograms/Omar_Apollo-Trouble_mel_spec.npy,lyrics/Omar_Apollo-Trouble.txt,processed_lyrics/Omar_Apollo-Trouble_bert.npy
Omar Apollo,Hijo de Su Madre,12721853,,1.7402389788018031,mel_spectrograms/Omar_Apollo-Hijo_de_Su_Madre_mel_spec.npy,lyrics/Omar_Apollo-Hijo_de_Su_Madre.txt,processed_lyrics/Omar_Apollo-Hijo_de_Su_Madre_bert.npy
Omar Apollo,Stereo (Intro),3626616,,1.2041292753071686,mel_spectrograms/Omar_Apollo-Stereo__Intro__mel_spec.npy,lyrics/Omar_Apollo-Stereo_(Intro).txt,processed_lyrics/Omar_Apollo-Stereo_(Intro)_bert.npy
Omar Apollo,Lucky,2029068,,0.9560606560671884,mel_spectrograms/Omar_Apollo-Lucky_mel_spec.npy,lyrics/Omar_Apollo-Lucky.txt,processed_lyrics/Omar_Apollo-Lucky_bert.npy
Omar Apollo,Amor Malo,6193719,,1.4327668823186306,mel_spectrograms/Omar_Apollo-Amor_Malo_mel_spec.npy,lyrics/Omar_Apollo-Amor_Malo.txt,processed_lyrics/Omar_Apollo-Amor_Malo_bert.npy
Omar Apollo,Ignorin,7257500,,1.5004734888492095,mel_spectrograms/Omar_Apollo-Ignorin_mel_spec.npy,lyrics/Omar_Apollo-Ignorin.txt,processed_lyrics/Omar_Apollo-Ignorin_bert.npy
Omar Apollo,Erase,49804428,,2.323235738744115,mel_spectrograms/Omar_Apollo-Erase_mel_spec.npy,lyrics/Omar_Apollo-Erase.txt,processed_lyrics/Omar_Apollo-Erase_bert.npy
Omar Apollo,Heart,9519523,,1.6163691905324058,mel_spectrograms/Omar_Apollo-Heart_mel_spec.npy,lyrics/Omar_Apollo-Heart.txt,processed_lyrics/Omar_Apollo-Heart_bert.npy
Omar Apollo,Unbothered,46702915,,2.295769734870655,mel_spectrograms/Omar_Apollo-Unbothered_mel_spec.npy,lyrics/Omar_Apollo-Unbothered.txt,processed_lyrics/Omar_Apollo-Unbothered_bert.npy
Omar Apollo,Day by Day,1992256,,0.9482396086549344,mel_spectrograms/Omar_Apollo-Day_by_Day_mel_spec.npy,lyrics/Omar_Apollo-Day_by_Day.txt,processed_lyrics/Omar_Apollo-Day_by_Day_bert.npy
Omar Apollo,Algo,5115047,,1.3510279302639114,mel_spectrograms/Omar_Apollo-Algo_mel_spec.npy,lyrics/Omar_Apollo-Algo.txt,processed_lyrics/Omar_Apollo-Algo_bert.npy
Omar Apollo,Brakelights,31441834,,2.126751800624365,mel_spectrograms/Omar_Apollo-Brakelights_mel_spec.npy,lyrics/Omar_Apollo-Brakelights.txt,processed_lyrics/Omar_Apollo-Brakelights_bert.npy
Omar Apollo,Pram,8946145,,1.5898324091497145,mel_spectrograms/Omar_Apollo-Pram_mel_spec.npy,lyrics/Omar_Apollo-Pram.txt,processed_lyrics/Omar_Apollo-Pram_bert.npy
Omar Apollo,Ugotme,66477632,,2.446586587907131,mel_spectrograms/Omar_Apollo-Ugotme_mel_spec.npy,lyrics/Omar_Apollo-Ugotme.txt,processed_lyrics/Omar_Apollo-Ugotme_bert.npy
Omar Apollo,12:34 AM,49436572,,2.320068933553773,mel_spectrograms/Omar_Apollo-12_34_AM_mel_spec.npy,lyrics/Omar_Apollo-12:34_AM.txt,processed_lyrics/Omar_Apollo-12:34_AM_bert.npy
Omar Apollo,Spite,11127,,0.0,mel_spectrograms/Omar_Apollo-Spite_mel_spec.npy,lyrics/Omar_Apollo-Spite.txt,processed_lyrics/Omar_Apollo-Spite_bert.npy
Omar Apollo,Less of You,5719,,0.0,mel_spectrograms/Omar_Apollo-Less_of_You_mel_spec.npy,lyrics/Omar_Apollo-Less_of_You.txt,processed_lyrics/Omar_Apollo-Less_of_You_bert.npy
Ethel Cain,Thoroughfare,3730088,,2.087848402364231,mel_spectrograms/Ethel_Cain-Thoroughfare_mel_spec.npy,lyrics/Ethel_Cain-Thoroughfare.txt,processed_lyrics/Ethel_Cain-Thoroughfare_bert.npy
Ethel Cain,Hard Times,5654362,,2.403213853406611,mel_spectrograms/Ethel_Cain-Hard_Times_mel_spec.npy,lyrics/Ethel_Cain-Hard_Times.txt,processed_lyrics/Ethel_Cain-Hard_Times_bert.npy
Ethel Cain,Family Tree (Intro),3630983,,2.0674340173750587,mel_spectrograms/Ethel_Cain-Family_Tree__Intro__mel_spec.npy,lyrics/Ethel_Cain-Family_Tree_(Intro).txt,processed_lyrics/Ethel_Cain-Family_Tree_(Intro)_bert.npy
Ethel Cain,Family Tree,3538244,,2.047819853551819,mel_spectrograms/Ethel_Cain-Family_Tree_mel_spec.npy,lyrics/Ethel_Cain-Family_Tree.txt,processed_lyrics/Ethel_Cain-Family_Tree_bert.npy
Ethel Cain,Ptolemaea,5947618,,2.441545974488136,mel_spectrograms/Ethel_Cain-Ptolemaea_mel_spec.npy,lyrics/Ethel_Cain-Ptolemaea.txt,processed_lyrics/Ethel_Cain-Ptolemaea_bert.npy
Ethel Cain,A House In Nebraska,6638685,,2.5248784941931497,mel_spectrograms/Ethel_Cain-A_House_In_Nebraska_mel_spec.npy,lyrics/Ethel_Cain-A_House_In_Nebraska.txt,processed_lyrics/Ethel_Cain-A_House_In_Nebraska_bert.npy
Ethel Cain,Sun Bleached Flies,4093395,,2.1583082344997244,mel_spectrograms/Ethel_Cain-Sun_Bleached_Flies_mel_spec.npy,lyrics/Ethel_Cain-Sun_Bleached_Flies.txt,processed_lyrics/Ethel_Cain-Sun_Bleached_Flies_bert.npy
Ethel Cain,Western Nights,2883181,,1.892609580258076,mel_spectrograms/Ethel_Cain-Western_Nights_mel_spec.npy,lyrics/Ethel_Cain-Western_Nights.txt,processed_lyrics/Ethel_Cain-Western_Nights_bert.npy
Ethel Cain,American Teenager,19675233,,2.1161706761018113,mel_spectrograms/Ethel_Cain-American_Teenager_mel_spec.npy,lyrics/Ethel_Cain-American_Teenager.txt,processed_lyrics/Ethel_Cain-American_Teenager_bert.npy
Ethel Cain,Strangers,4670244,,2.258253351527337,mel_spectrograms/Ethel_Cain-Strangers_mel_spec.npy,lyrics/Ethel_Cain-Strangers.txt,processed_lyrics/Ethel_Cain-Strangers_bert.npy
Ethel Cain,Gibson Girl,4102793,,2.1600467526558456,mel_spectrograms/Ethel_Cain-Gibson_Girl_mel_spec.npy,lyrics/Ethel_Cain-Gibson_Girl.txt,processed_lyrics/Ethel_Cain-Gibson_Girl_bert.npy
Ethel Cain,Crush - Stripped,4566609,,2.24124132046847,mel_spectrograms/Ethel_Cain-Crush_-_Stripped_mel_spec.npy,lyrics/Ethel_Cain-Crush_-_Stripped.txt,processed_lyrics/Ethel_Cain-Crush_-_Stripped_bert.npy
Ethel Cain,Two-Headed Mother,711971,,0.8323245365305099,mel_spectrograms/Ethel_Cain-Two-Headed_Mother_mel_spec.npy,lyrics/Ethel_Cain-Two-Headed_Mother.txt,processed_lyrics/Ethel_Cain-Two-Headed_Mother_bert.npy
Ethel Cain,Inbred,1739715,,1.509638955667418,mel_spectrograms/Ethel_Cain-Inbred_mel_spec.npy,lyrics/Ethel_Cain-Inbred.txt,processed_lyrics/Ethel_Cain-Inbred_bert.npy
Ethel Cain,Unpunishable,1121034,,1.176477787221927,mel_spectrograms/Ethel_Cain-Unpunishable_mel_spec.npy,lyrics/Ethel_Cain-Unpunishable.txt,processed_lyrics/Ethel_Cain-Unpunishable_bert.npy
Ethel Cain,Crush,18905279,,2.1060830541046083,mel_spectrograms/Ethel_Cain-Crush_mel_spec.npy,lyrics/Ethel_Cain-Crush.txt,processed_lyrics/Ethel_Cain-Crush_bert.npy
Ethel Cain,Lilies,829047,,0.947737045937512,mel_spectrograms/Ethel_Cain-Lilies_mel_spec.npy,lyrics/Ethel_Cain-Lilies.txt,processed_lyrics/Ethel_Cain-Lilies_bert.npy
Ethel Cain,Knuckle Velvet,2100733,,1.6525897379225176,mel_spectrograms/Ethel_Cain-Knuckle_Velvet_mel_spec.npy,lyrics/Ethel_Cain-Knuckle_Velvet.txt,processed_lyrics/Ethel_Cain-Knuckle_Velvet_bert.npy
Ethel Cain,Sunday Morning,977199,,1.0723785059637283,mel_spectrograms/Ethel_Cain-Sunday_Morning_mel_spec.npy,lyrics/Ethel_Cain-Sunday_Morning.txt,processed_lyrics/Ethel_Cain-Sunday_Morning_bert.npy
Ethel Cain,Head in the Wall,1448715,,1.3708734010749246,mel_spectrograms/Ethel_Cain-Head_in_the_Wall_mel_spec.npy,lyrics/Ethel_Cain-Head_in_the_Wall.txt,processed_lyrics/Ethel_Cain-Head_in_the_Wall_bert.npy
Ethel Cain,Golden Age,1642381,,1.4659920013581988,mel_spectrograms/Ethel_Cain-Golden_Age_mel_spec.npy,lyrics/Ethel_Cain-Golden_Age.txt,processed_lyrics/Ethel_Cain-Golden_Age_bert.npy
Ethel Cain,Casings,894727,,1.0055357674665384,mel_spectrograms/Ethel_Cain-Casings_mel_spec.npy,lyrics/Ethel_Cain-Casings.txt,processed_lyrics/Ethel_Cain-Casings_bert.npy
Ethel Cain,Dog Days,1595609,,1.4440893850794907,mel_spectrograms/Ethel_Cain-Dog_Days_mel_spec.npy,lyrics/Ethel_Cain-Dog_Days.txt,processed_lyrics/Ethel_Cain-Dog_Days_bert.npy
Ethel Cain,Antlers,1189066,,1.2211423718662138,mel_spectrograms/Ethel_Cain-Antlers_mel_spec.npy,lyrics/Ethel_Cain-Antlers.txt,processed_lyrics/Ethel_Cain-Antlers_bert.npy
Ethel Cain,Growing Pains,1696033,,1.490361044332582,mel_spectrograms/Ethel_Cain-Growing_Pains_mel_spec.npy,lyrics/Ethel_Cain-Growing_Pains.txt,processed_lyrics/Ethel_Cain-Growing_Pains_bert.npy
Ethel Cain,Misuse Oh,1621734,,1.4564012496073258,mel_spectrograms/Ethel_Cain-Misuse_Oh_mel_spec.npy,lyrics/Ethel_Cain-Misuse_Oh.txt,processed_lyrics/Ethel_Cain-Misuse_Oh_bert.npy
Alex G,Little Things,593447,,1.5037672845962622,mel_spectrograms/Alex_G-Little_Things_mel_spec.npy,lyrics/Alex_G-Little_Things.txt,processed_lyrics/Alex_G-Little_Things_bert.npy
Alex G,Diamonds,290881,,1.1154573353321826,mel_spectrograms/Alex_G-Diamonds_mel_spec.npy,lyrics/Alex_G-Diamonds.txt,processed_lyrics/Alex_G-Diamonds_bert.npy
Alex G,One More Night,1168520,,1.872751168328673,mel_spectrograms/Alex_G-One_More_Night_mel_spec.npy,lyrics/Alex_G-One_More_Night.txt,processed_lyrics/Alex_G-One_More_Night_bert.npy
Alex G,Kute,1638729,,2.0569220414691465,mel_spectrograms/Alex_G-Kute_mel_spec.npy,lyrics/Alex_G-Kute.txt,processed_lyrics/Alex_G-Kute_bert.npy
Alex G,Sarah,14914917,,2.0865387600722385,mel_spectrograms/Alex_G-Sarah_mel_spec.npy,lyrics/Alex_G-Sarah.txt,processed_lyrics/Alex_G-Sarah_bert.npy
Alex G,Advice,1255651,,1.911915954486102,mel_spectrograms/Alex_G-Advice_mel_spec.npy,lyrics/Alex_G-Advice.txt,processed_lyrics/Alex_G-Advice_bert.npy
Alex G,So,982371,,1.7782517186225109,mel_spectrograms/Alex_G-So_mel_spec.npy,lyrics/Alex_G-So.txt,processed_lyrics/Alex_G-So_bert.npy
Alex G,Whale,770334,,1.645837650343766,mel_spectrograms/Alex_G-Whale_mel_spec.npy,lyrics/Alex_G-Whale.txt,processed_lyrics/Alex_G-Whale_bert.npy
Alex G,Trick,691396,,1.5869613340285635,mel_spectrograms/Alex_G-Trick_mel_spec.npy,lyrics/Alex_G-Trick.txt,processed_lyrics/Alex_G-Trick_bert.npy
Alex G,String,839990,,1.6929804489067726,mel_spectrograms/Alex_G-String_mel_spec.npy,lyrics/Alex_G-String.txt,processed_lyrics/Alex_G-String_bert.npy
Alex G,People,961200,,1.7663870055010402,mel_spectrograms/Alex_G-People_mel_spec.npy,lyrics/Alex_G-People.txt,processed_lyrics/Alex_G-People_bert.npy
Alex G,Adam,1044346,,1.811568110855155,mel_spectrograms/Alex_G-Adam_mel_spec.npy,lyrics/Alex_G-Adam.txt,processed_lyrics/Alex_G-Adam_bert.npy
Alex G,Animals,1233620,,1.9022760535534475,mel_spectrograms/Alex_G-Animals_mel_spec.npy,lyrics/Alex_G-Animals.txt,processed_lyrics/Alex_G-Animals_bert.npy
Alex G,Memory,1596942,,2.042855081116494,mel_spectrograms/Alex_G-Memory_mel_spec.npy,lyrics/Alex_G-Memory.txt,processed_lyrics/Alex_G-Memory_bert.npy
Alex G,Forever,2244512,,2.2282320516996337,mel_spectrograms/Alex_G-Forever_mel_spec.npy,lyrics/Alex_G-Forever.txt,processed_lyrics/Alex_G-Forever_bert.npy
Alex G,Mary,8498153,,2.953277425940753,mel_spectrograms/Alex_G-Mary_mel_spec.npy,lyrics/Alex_G-Mary.txt,processed_lyrics/Alex_G-Mary_bert.npy
Alex G,Change,2669975,,2.3227624571084737,mel_spectrograms/Alex_G-Change_mel_spec.npy,lyrics/Alex_G-Change.txt,processed_lyrics/Alex_G-Change_bert.npy
Alex G,16 Mirrors,967176,,1.769762359754551,mel_spectrograms/Alex_G-16_Mirrors_mel_spec.npy,lyrics/Alex_G-16_Mirrors.txt,processed_lyrics/Alex_G-16_Mirrors_bert.npy
Alex G,Wanted,251539,,1.0363198976980514,mel_spectrograms/Alex_G-Wanted_mel_spec.npy,lyrics/Alex_G-Wanted.txt,processed_lyrics/Alex_G-Wanted_bert.npy
Alex G,Too Close,645229,,1.5493261738655455,mel_spectrograms/Alex_G-Too_Close_mel_spec.npy,lyrics/Alex_G-Too_Close.txt,processed_lyrics/Alex_G-Too_Close_bert.npy
Alex G,Find You,585293,,1.4962327154037387,mel_spectrograms/Alex_G-Find_You_mel_spec.npy,lyrics/Alex_G-Find_You.txt,processed_lyrics/Alex_G-Find_You_bert.npy
